config,sweep,dataset,n_features,n_trees,threads,path,batch,n_calls,median_us_per_row,iqr_us_per_row,min_us_per_row,max_us_per_row,call_p50_us,call_p95_us,call_p99_us
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,xgb_onnx,4,3000,12.093383166666667,7.004479333333332,8.285784750000001,44.655696416666665,44.5565,57.10135,94.53236999999979
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,xgb_onnx,1,3000,15.156998333333332,2.8011795000000035,15.050238333333333,58.201526333333334,14.955,22.988049999999998,33.571499999999915
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,xgb_inplace,1024,14,2.352394461495536,0.050267717633928566,2.321310477120536,12.286779227120537,2401.2200000000003,14938.968399999996,16817.01845
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,xgb_dmatrix,128,217,5.608941208237328,0.20888358654953887,5.505836009504608,6.125864703341014,696.984,936.5360999999962,1137.0358999999999
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,cat_sklearn,64,300,7.358482447916666,0.36262440104166593,6.969613229166666,8.171468229166667,468.3995,527.13895,715.6430799999995
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,cat_sklearn,16384,23,0.41905561629585597,0.007299032460088339,0.4143743976095448,0.48168571405825406,6875.423,8030.163199999995,13607.285759999997
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,xgb_onnx,16,1702,5.57351079612221,0.2202301153055224,5.4585834679788485,6.1481080346651,87.012,111.31655000000002,142.91506
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,lgb_onnx,1,3000,25.918007000000003,1.8441345000000027,17.536460333333334,32.718460666666665,24.623,32.9623,50.77314999999998
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,lgb_booster,4096,5,7.403681640625,0.3450629394531246,6.9957880859375,7.947094677734375,30179.2,32830.762,37248.99450000001
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,cat_sklearn,128,158,4.78549668710443,0.5190366890822791,4.357456635680379,5.6868212519778485,529.8399999999999,1398.9404499999985,1932.12008
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,lgb_onnx,1024,21,6.414283668154761,2.1615219261532737,4.46748302641369,7.436975725446429,6567.856,7855.0785,8863.734299999998
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,lgb_sklearn,16,185,49.46662331081081,1.0123930743243221,47.52756081081081,53.97519932432433,779.75,907.3983999999999,1140.44796
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,xgb_inplace,4,467,83.82871199143469,4.730942987152034,80.20649518201284,88.4594726980728,317.156,443.23699999999997,537.2631200000002
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,lgb_booster,64,347,6.748779583933718,0.29127920118876105,6.547427053314121,7.116109284942363,420.116,537.7757999999997,630.7060800000002
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,lgb_onnx,64,483,4.876923395445135,0.08256295289855053,4.799856269409938,5.310261581262941,308.125,358.05519999999996,464.7886
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,xgb_sklearn,16,326,31.847072085889568,2.3900778374233127,29.58503776840491,33.62484700920245,484.7815,632.1875,762.9860500000003
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,xgb_dmatrix,16,278,28.81156722122302,10.72462286420864,27.466614208633096,43.75174123201438,458.6835,691.8269000000001,1239.911719999999
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,xgb_onnx,512,43,6.838844204215117,0.5376772801598833,6.378811500726744,7.398313408430233,3379.285,4926.735399999997,5586.049679999996
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,lgb_sklearn,4,141,175.85609929078015,21.926953900709208,169.8222145390071,279.96282446808516,692.325,1070.942,1425.255
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,xgb_onnx,256,136,4.236804658777573,0.14714329618566158,4.191624482996324,4.51314901194853,1074.124,1215.6960000000001,1646.1515499999998
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,lgb_booster,2,3000,28.463654166666668,2.418450083333333,26.718080999999998,34.86018766666667,52.054500000000004,83.5953,115.11087999999985
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,lgb_sklearn,256,67,8.53451370102612,0.16444228078358059,8.443514109141791,9.124345848880598,2175.862,2377.8033999999993,2910.95436
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,xgb_onnx,2,3000,11.215676833333333,0.4229864999999986,10.834427833333333,13.212386,21.491,31.080449999999992,37.101029999999994
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,xgb_dmatrix,64,257,8.812201787451363,0.26553526264591554,8.666155885214009,9.376248236867704,545.007,708.0877999999996,875.6101399999998
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,xgb_inplace,1,612,271.56063725490196,81.54209150326795,245.79496405228758,398.4553594771242,256.56899999999996,406.6298,985.7718899999998
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,xgb_onnx,8,2190,9.495432420091323,0.2914796232876711,9.254920547945204,10.397259988584477,74.095,86.2105,100.30439000000004
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,cat_onnx,16,1069,9.402111552853134,0.45859693638914756,9.125666686155286,10.073865937792329,145.986,171.5966,205.54584000000003
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,lgb_sklearn,32,112,27.344487723214286,3.403048549107144,26.9745859375,41.26249665178572,870.403,1301.1893,1612.4208800000004
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,xgb_sklearn,2,324,229.43246604938273,20.425036265432084,223.10822685185187,249.78852160493827,448.2915,606.4071,802.6701999999931
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,xgb_sklearn,32,293,16.491732935153586,0.6646127346416364,15.956062819965869,18.650577431740615,519.124,632.0465999999997,822.2777399999984
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,cat_onnx,1024,30,4.82256953125,0.12134679361979206,4.7546050781249996,5.261095084635416,4904.9005,5507.702550000001,7088.0643199999995
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,cat_onnx,4096,7,4.809209123883928,0.09393558175223315,4.74734294782366,5.32926579938616,19576.987,21727.84540000001,27471.550079999986
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,cat_sklearn,256,292,2.1693174764554795,0.07921906437285964,2.136316433005137,2.410853261451199,558.2745,618.27975,855.6784599999983
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,cat_sklearn,1024,138,1.251710597826087,0.09958852043704702,0.9863823525249094,1.6681247664741847,1148.7849999999999,2303.210549999999,3008.52017
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,lgb_booster,4,1703,25.504278479154433,1.1887933793305905,24.362866852613035,27.298464034057545,94.314,123.85199999999995,166.36504000000002
